from	to	weight
ANK2	BMP2K	0.669456641
BMP2K	ANK2	0.669456641
GBP1	KRT17	0.669319877
KRT17	GBP1	0.669319877
DPYSL2	PSMB10	0.669042426
PSMB10	DPYSL2	0.669042426
SIRPA	CYBB	0.668006781
CYBB	SIRPA	0.668006781
MRAS	CD74	0.667924746
CD74	MRAS	0.667924746
PTBP1	C4B	0.667662795
C4B	PTBP1	0.667662795
GNAQ	CD74	0.667570892
CD74	GNAQ	0.667570892
ANK2	LRP1	0.667191073
LRP1	ANK2	0.667191073
SAMHD1	TTC39C	0.666362064
TTC39C	SAMHD1	0.666362064
HCLS1	PDXP	0.663736851
PDXP	HCLS1	0.663736851
GNB1	PYCARD	0.663530412
PYCARD	GNB1	0.663530412
MAP1A	ZNF579	0.663201755
ZNF579	MAP1A	0.663201755
DPP6	HCLS1	0.662996294
HCLS1	DPP6	0.662996294
MRAS	GBP2	0.661794445
GBP2	MRAS	0.661794445
NFASC	CD74	0.661367617
CD74	NFASC	0.661367617
PHLDB1	TTC39C	0.660784164
TTC39C	PHLDB1	0.660784164
PHLDB1	NME5	0.65955361
NME5	PHLDB1	0.65955361
MAPK1	ITGAV	0.659272247
ITGAV	MAPK1	0.659272247
RAP2A	FCGR1A	0.659054703
FCGR1A	RAP2A	0.659054703
IGSF8	TAP1	0.658420289
TAP1	IGSF8	0.658420289
GBP2	PHLDB1	0.658196871
PHLDB1	GBP2	0.658196871
ANK2	KRT17	0.656104455
KRT17	ANK2	0.656104455
ANK2	CD74	0.655930695
CD74	ANK2	0.655930695
CNTNAP1	CYBB	0.65590441
CYBB	CNTNAP1	0.65590441
GPM6B	EHD4	0.655680763
EHD4	GPM6B	0.655680763
GNAO1	POLD1	0.655395996
POLD1	GNAO1	0.655395996
SIRPA	SQOR	0.654933737
SQOR	SIRPA	0.654933737
CYBB	EIF2D	0.654785116
EIF2D	CYBB	0.654785116
GNAQ	PTPRC	0.65400803
PTPRC	GNAQ	0.65400803
GNAQ	GBP1	0.653540375
GBP1	GNAQ	0.653540375
PLCB1	ITGAV	0.652849974
ITGAV	PLCB1	0.652849974
EHD4	TTC39C	0.65258648
TTC39C	EHD4	0.65258648
DPYSL2	TAP1	0.650724706
TAP1	DPYSL2	0.650724706
CNTNAP1	FCGR1A	0.650439325
FCGR1A	CNTNAP1	0.650439325
MRAS	ITGB2	0.650135
ITGB2	MRAS	0.650135
RAP2A	PSMB10	0.649359137
PSMB10	RAP2A	0.649359137
SYNJ1	PSMB10	0.645272326
PSMB10	SYNJ1	0.645272326
C4B	TTC39C	0.645179534
TTC39C	C4B	0.645179534
SLC1A2	PSMB10	0.642681796
PSMB10	SLC1A2	0.642681796
CNTNAP1	SERPINB8	0.642059468
SERPINB8	CNTNAP1	0.642059468
ATP1A1	ZNF579	0.641426137
ZNF579	ATP1A1	0.641426137
SIRT2	APBB1IP	0.641249142
APBB1IP	SIRT2	0.641249142
ATP1A1	POLD1	0.641088216
POLD1	ATP1A1	0.641088216
CNTNAP1	KIF13B	0.639307859
KIF13B	CNTNAP1	0.639307859
MAP1A	KIF13B	0.63890845
KIF13B	MAP1A	0.63890845
NFASC	SAMHD1	0.638208073
SAMHD1	NFASC	0.638208073
GNAO1	NME5	0.637497039
NME5	GNAO1	0.637497039
PSMB10	CA3	0.637112195
CA3	PSMB10	0.637112195
C4B	LRP1B	0.636447628
LRP1B	C4B	0.636447628
MAP1A	EHD4	0.634774491
EHD4	MAP1A	0.634774491
CNP	PYCARD	0.634596795
PYCARD	CNP	0.634596795
MAPK1	FCGR1A	0.634191067
FCGR1A	MAPK1	0.634191067
SLC1A2	MVP	0.633929595
MVP	SLC1A2	0.633929595
FCER1G	EIF2D	0.633540751
EIF2D	FCER1G	0.633540751
NFASC	PHLDB1	0.632472761
PHLDB1	NFASC	0.632472761
MVP	KRT17	0.63187299
KRT17	MVP	0.63187299
ANK2	HCLS1	0.631377744
HCLS1	ANK2	0.631377744
MAPK1	ITGB2	0.631258428
ITGB2	MAPK1	0.631258428
SLC1A2	TAPT1	0.630921129
TAPT1	SLC1A2	0.630921129
SAMHD1	EIF2D	0.630074681
EIF2D	SAMHD1	0.630074681
GPM6B	POLD1	0.629894266
POLD1	GPM6B	0.629894266
CYBB	POLD1	0.629385474
POLD1	CYBB	0.629385474
GPM6B	GBP1	0.629361453
GBP1	GPM6B	0.629361453
LSAMP	NME5	0.628857662
NME5	LSAMP	0.628857662
GNAO1	HCLS1	0.62651763
HCLS1	GNAO1	0.62651763
ATP6V1G2	PYCARD	0.626239399
PYCARD	ATP6V1G2	0.626239399
MAPK1	POLD1	0.625990102
POLD1	MAPK1	0.625990102
SIRT2	BMP2K	0.62572923
BMP2K	SIRT2	0.62572923
CYBB	TAPT1	0.625728572
TAPT1	CYBB	0.625728572
PLCB1	VIM	0.623530344
VIM	PLCB1	0.623530344
DPP6	PYGL	0.623331895
PYGL	DPP6	0.623331895
CAMK2G	ZNF579	0.623185791
ZNF579	CAMK2G	0.623185791
GNAQ	APOL2	0.62262063
APOL2	GNAQ	0.62262063
RAP2A	ACSS3	0.622449015
ACSS3	RAP2A	0.622449015
SYNJ1	EHD4	0.6223144
EHD4	SYNJ1	0.6223144
SLC1A2	SQOR	0.622090563
SQOR	SLC1A2	0.622090563
PTBP1	ACSS3	0.620218975
ACSS3	PTBP1	0.620218975
LRP1	EIF2D	0.619716754
EIF2D	LRP1	0.619716754
CNP	SYNM	0.61764243
SYNM	CNP	0.61764243
PLCB1	APOL2	0.617339168
APOL2	PLCB1	0.617339168
TAP1	KRT17	0.617161392
KRT17	TAP1	0.617161392
APOL2	KRT17	0.616681869
KRT17	APOL2	0.616681869
ANK2	EIF2D	0.615724615
EIF2D	ANK2	0.615724615
DNM3	TAPT1	0.615208329
TAPT1	DNM3	0.615208329
LSAMP	PSMB10	0.613837093
PSMB10	LSAMP	0.613837093
PSMB10	C4B	0.613368352
C4B	PSMB10	0.613368352
PLCB1	BMP2K	0.612911281
BMP2K	PLCB1	0.612911281
ANK2	SQOR	0.612821163
SQOR	ANK2	0.612821163
EPB41L1	GBP1	0.610530219
GBP1	EPB41L1	0.610530219
GBP2	KRT17	0.610416487
KRT17	GBP2	0.610416487
PTBP1	ZNF579	0.610054695
ZNF579	PTBP1	0.610054695
PTBP1	APOL2	0.609780406
APOL2	PTBP1	0.609780406
PLCB1	PYGL	0.609339437
PYGL	PLCB1	0.609339437
SIRT2	VIM	0.609216179
VIM	SIRT2	0.609216179
VIM	LRP1B	0.6083917
LRP1B	VIM	0.6083917
RAP2A	TAPT1	0.607607592
TAPT1	RAP2A	0.607607592
SLC1A2	TAP1	0.607371064
TAP1	SLC1A2	0.607371064
DNM3	PYCARD	0.606617536
PYCARD	DNM3	0.606617536
DPYSL2	NME5	0.605648637
NME5	DPYSL2	0.605648637
ATP1A1	PYGL	0.605029233
PYGL	ATP1A1	0.605029233
MRAS	FCER1G	0.604966313
FCER1G	MRAS	0.604966313
ANK2	PYGL	0.604232061
PYGL	ANK2	0.604232061
PSMB10	ZNF579	0.603887159
ZNF579	PSMB10	0.603887159
PTBP1	TTC39C	0.603872361
TTC39C	PTBP1	0.603872361
SYN3	LRP1B	0.603135942
LRP1B	SYN3	0.603135942
GPM6B	NME5	0.601644748
NME5	GPM6B	0.601644748
GNB1	ITGA3	0.600291471
ITGA3	GNB1	0.600291471
IGSF8	POLD1	0.600255259
POLD1	IGSF8	0.600255259
SYNM	LRP1B	0.599220734
LRP1B	SYNM	0.599220734
TPPP	SAMHD1	0.598670373
SAMHD1	TPPP	0.598670373
TPPP	ITGAV	0.597853464
ITGAV	TPPP	0.597853464
RAP2A	SYNM	0.597462019
SYNM	RAP2A	0.597462019
DNM3	ITGB2	0.596478712
ITGB2	DNM3	0.596478712
PYGL	TTC39C	0.59451995
TTC39C	PYGL	0.59451995
GNB1	PTPRC	0.594402149
PTPRC	GNB1	0.594402149
DPYSL2	VIM	0.594377369
VIM	DPYSL2	0.594377369
GNAQ	LRP1	0.593658448
LRP1	GNAQ	0.593658448
SERPINB8	TAPT1	0.593467295
TAPT1	SERPINB8	0.593467295
ANK2	TAPT1	0.593066829
TAPT1	ANK2	0.593066829
ANK2	PSMB10	0.59291759
PSMB10	ANK2	0.59291759
SQOR	PHLDB1	0.59244237
PHLDB1	SQOR	0.59244237
LSAMP	PHLDB1	0.592241519
PHLDB1	LSAMP	0.592241519
NFASC	SQOR	0.592060548
SQOR	NFASC	0.592060548
CAMK2G	PSMB10	0.591856339
PSMB10	CAMK2G	0.591856339
DPP6	PHLDB1	0.591562964
PHLDB1	DPP6	0.591562964
GNAQ	EHD4	0.591551953
EHD4	GNAQ	0.591551953
PSMB10	NME5	0.590143967
NME5	PSMB10	0.590143967
LRP1	PDXP	0.589623256
PDXP	LRP1	0.589623256
GPM6B	LRP1	0.588143681
LRP1	GPM6B	0.588143681
DNM3	C4B	0.587403959
C4B	DNM3	0.587403959
DPYSL2	LRP1	0.587385831
LRP1	DPYSL2	0.587385831
PDXP	LRP1B	0.58492694
LRP1B	PDXP	0.58492694
C4B	EIF2D	0.584673179
EIF2D	C4B	0.584673179
TMOD2	ITGAV	0.584359944
ITGAV	TMOD2	0.584359944
CNP	ITGB2	0.584275491
ITGB2	CNP	0.584275491
MAP1A	SAMHD1	0.584189558
SAMHD1	MAP1A	0.584189558
GNAQ	FCER1G	0.584019174
FCER1G	GNAQ	0.584019174
MAPK1	TAP1	0.583411631
TAP1	MAPK1	0.583411631
TPPP	PTPRC	0.583371137
PTPRC	TPPP	0.583371137
ANK2	LRP1B	0.582080035
LRP1B	ANK2	0.582080035
SIRT2	FCER1G	0.581940331
FCER1G	SIRT2	0.581940331
PLCB1	PSMB10	0.581689445
PSMB10	PLCB1	0.581689445
TMOD2	FCGR1A	0.58137939
FCGR1A	TMOD2	0.58137939
TMOD2	HLA-DRA	0.580472694
HLA-DRA	TMOD2	0.580472694
SIRPA	ZNF579	0.579503783
ZNF579	SIRPA	0.579503783
ATP1A1	SERPINB8	0.579104346
SERPINB8	ATP1A1	0.579104346
GNAO1	KIF13B	0.578683569
KIF13B	GNAO1	0.578683569
EPB41L1	KRT17	0.577327071
KRT17	EPB41L1	0.577327071
TPPP	APOL2	0.577193688
APOL2	TPPP	0.577193688
PTBP1	TAP1	0.57708863
TAP1	PTBP1	0.57708863
SERPINB8	LRP1B	0.576697595
LRP1B	SERPINB8	0.576697595
MRAS	KIF13B	0.574065823
KIF13B	MRAS	0.574065823
CNTNAP1	CD74	0.573893407
CD74	CNTNAP1	0.573893407
MAPK1	C4B	0.572708839
C4B	MAPK1	0.572708839
MAP1A	TTC39C	0.572561702
TTC39C	MAP1A	0.572561702
SERPINB8	POLD1	0.571927863
POLD1	SERPINB8	0.571927863
CNTNAP1	KRT17	0.571525346
KRT17	CNTNAP1	0.571525346
PLCB1	SERPINB8	0.570756534
SERPINB8	PLCB1	0.570756534
GNB1	KIF13B	0.570295178
KIF13B	GNB1	0.570295178
PLCB1	SYNM	0.570254408
SYNM	PLCB1	0.570254408
RAP2A	PYCARD	0.56989901
PYCARD	RAP2A	0.56989901
MAPK1	SYNM	0.569378488
SYNM	MAPK1	0.569378488
GPM6B	HLA-DRA	0.568865783
HLA-DRA	GPM6B	0.568865783
GNAQ	POLD1	0.567734272
POLD1	GNAQ	0.567734272
ITGA3	SAMHD1	0.567594688
SAMHD1	ITGA3	0.567594688
SLC1A2	SAMHD1	0.567310766
SAMHD1	SLC1A2	0.567310766
ANK2	PYCARD	0.56678078
PYCARD	ANK2	0.56678078
CAMK2G	POLD1	0.566633271
POLD1	CAMK2G	0.566633271
IGSF8	EIF2D	0.566044702
EIF2D	IGSF8	0.566044702
DPP6	NME5	0.565822241
NME5	DPP6	0.565822241
SYNJ1	SYNM	0.564882698
SYNM	SYNJ1	0.564882698
ATP6V1G2	FCER1G	0.563737912
FCER1G	ATP6V1G2	0.563737912
CNTNAP1	APBB1IP	0.563415971
APBB1IP	CNTNAP1	0.563415971
MAPK1	SQOR	0.56241104
SQOR	MAPK1	0.56241104
TMOD2	LRP1	0.561938293
LRP1	TMOD2	0.561938293
SLC1A2	ITGB2	0.561809923
ITGB2	SLC1A2	0.561809923
SIRPA	PYGL	0.561559874
PYGL	SIRPA	0.561559874
GNB1	FCER1G	0.559867378
FCER1G	GNB1	0.559867378
TPPP	HLA-DRA	0.559780282
HLA-DRA	TPPP	0.559780282
LSAMP	LRP1	0.559557698
LRP1	LSAMP	0.559557698
CNP	FCGR1A	0.558979636
FCGR1A	CNP	0.558979636
CNP	GBP2	0.557691793
GBP2	CNP	0.557691793
FCER1G	CA3	0.557503506
CA3	FCER1G	0.557503506
TMOD2	SQOR	0.556835044
SQOR	TMOD2	0.556835044
GNB1	PSMB10	0.556234732
PSMB10	GNB1	0.556234732
CNTNAP1	ITGB2	0.555934549
ITGB2	CNTNAP1	0.555934549
TMOD2	TAPT1	0.555063069
TAPT1	TMOD2	0.555063069
ANK2	FCGR1A	0.554538009
FCGR1A	ANK2	0.554538009
PLCB1	ZNF579	0.553306992
ZNF579	PLCB1	0.553306992
PSMB10	TAPT1	0.553286692
TAPT1	PSMB10	0.553286692
EPB41L1	BMP2K	0.553048649
BMP2K	EPB41L1	0.553048649
CAMK2G	APOL2	0.551632943
APOL2	CAMK2G	0.551632943
SLC1A2	CA3	0.551179184
CA3	SLC1A2	0.551179184
PHYHIP	TAP1	0.550626993
TAP1	PHYHIP	0.550626993
SLC1A2	EIF2D	0.550243685
EIF2D	SLC1A2	0.550243685
IGSF8	ITGAV	0.55018905
ITGAV	IGSF8	0.55018905
SYN3	KRT17	0.54991215
KRT17	SYN3	0.54991215
MAP1A	PTPRC	0.548676936
PTPRC	MAP1A	0.548676936
PLCB1	FCGR1A	0.547133723
FCGR1A	PLCB1	0.547133723
GNB1	HLA-DRA	0.547078199
HLA-DRA	GNB1	0.547078199
TPPP	CD74	0.546767385
CD74	TPPP	0.546767385
DPYSL2	ITGA3	0.546704547
ITGA3	DPYSL2	0.546704547
LSAMP	SERPINB8	0.546623989
SERPINB8	LSAMP	0.546623989
ITGAV	PYCARD	0.546248835
PYCARD	ITGAV	0.546248835
ATP1A1	TTC39C	0.546191206
TTC39C	ATP1A1	0.546191206
TMOD2	PYCARD	0.545920907
PYCARD	TMOD2	0.545920907
DPP6	FCER1G	0.545899762
FCER1G	DPP6	0.545899762
SIRT2	GBP1	0.545502176
GBP1	SIRT2	0.545502176
MVP	ZNF579	0.545487131
ZNF579	MVP	0.545487131
IGSF8	MVP	0.545233448
MVP	IGSF8	0.545233448
SYNJ1	BMP2K	0.544256251
BMP2K	SYNJ1	0.544256251
GPM6B	C4B	0.5440705
C4B	GPM6B	0.5440705
DPYSL2	APBB1IP	0.543182836
APBB1IP	DPYSL2	0.543182836
HLA-DRA	C4B	0.543052389
C4B	HLA-DRA	0.543052389
PLCB1	TAP1	0.542128332
TAP1	PLCB1	0.542128332
IGSF8	SAMHD1	0.541964675
SAMHD1	IGSF8	0.541964675
CD74	EIF2D	0.540858829
EIF2D	CD74	0.540858829
MRAS	APBB1IP	0.54077981
APBB1IP	MRAS	0.54077981
GPM6B	SQOR	0.539749691
SQOR	GPM6B	0.539749691
ATP6V1G2	CD74	0.539294544
CD74	ATP6V1G2	0.539294544
GNAO1	CYBB	0.538631755
CYBB	GNAO1	0.538631755
LSAMP	ITGAV	0.538595055
ITGAV	LSAMP	0.538595055
SIRT2	SAMHD1	0.538141881
SAMHD1	SIRT2	0.538141881
RAP2A	SERPINB8	0.537400514
SERPINB8	RAP2A	0.537400514
NFASC	C4B	0.536862275
C4B	NFASC	0.536862275
SQOR	NME5	0.535977105
NME5	SQOR	0.535977105
C4B	ACSS3	0.535298281
ACSS3	C4B	0.535298281
CNP	TAP1	0.535022186
TAP1	CNP	0.535022186
MRAS	HCLS1	0.533956949
HCLS1	MRAS	0.533956949
SYNJ1	FCGR1A	0.533399435
FCGR1A	SYNJ1	0.533399435
GNAQ	MVP	0.532965052
MVP	GNAQ	0.532965052
LSAMP	HLA-DRA	0.532656699
HLA-DRA	LSAMP	0.532656699
ATP1A1	TAP1	0.532610755
TAP1	ATP1A1	0.532610755
SYNJ1	GBP1	0.532418621
GBP1	SYNJ1	0.532418621
KIF13B	SAMHD1	0.531370194
SAMHD1	KIF13B	0.531370194
LSAMP	APOL2	0.531266078
APOL2	LSAMP	0.531266078
MAP1A	ITGB2	0.530839197
ITGB2	MAP1A	0.530839197
VIM	C4B	0.530406326
C4B	VIM	0.530406326
GNB1	TAPT1	0.530229294
TAPT1	GNB1	0.530229294
DNM3	PYGL	0.52990945
PYGL	DNM3	0.52990945
ANK2	CYBB	0.529614831
CYBB	ANK2	0.529614831
RAP2A	GBP2	0.528244356
GBP2	RAP2A	0.528244356
CNTNAP1	SQOR	0.527711628
SQOR	CNTNAP1	0.527711628
SIRPA	HLA-DRA	0.527045175
HLA-DRA	SIRPA	0.527045175
DPYSL2	PTPRC	0.525528196
PTPRC	DPYSL2	0.525528196
DNM3	FCER1G	0.525329833
FCER1G	DNM3	0.525329833
DNM3	SERPINB8	0.524823412
SERPINB8	DNM3	0.524823412
CNP	CD74	0.522770338
CD74	CNP	0.522770338
SLC1A2	GBP1	0.522488338
GBP1	SLC1A2	0.522488338
DPYSL2	ITGAV	0.522418703
ITGAV	DPYSL2	0.522418703
ITGB2	TTC39C	0.522245097
TTC39C	ITGB2	0.522245097
PHYHIP	GBP1	0.522186172
GBP1	PHYHIP	0.522186172
GNAO1	SQOR	0.521938047
SQOR	GNAO1	0.521938047
NFASC	LRP1B	0.521471483
LRP1B	NFASC	0.521471483
NFASC	KIF13B	0.521118455
KIF13B	NFASC	0.521118455
CNP	VIM	0.521023625
VIM	CNP	0.521023625
SLC1A2	PTPRC	0.520643342
PTPRC	SLC1A2	0.520643342
GBP2	ACSS3	0.52060893
ACSS3	GBP2	0.52060893
PHYHIP	ITGAV	0.520469676
ITGAV	PHYHIP	0.520469676
SIRPA	CA3	0.520181874
CA3	SIRPA	0.520181874
CAMK2G	ITGAV	0.519794796
ITGAV	CAMK2G	0.519794796
LSAMP	PTPRC	0.519320693
PTPRC	LSAMP	0.519320693
ANK2	PTPRC	0.519155514
PTPRC	ANK2	0.519155514
SIRPA	FCGR1A	0.519139838
FCGR1A	SIRPA	0.519139838
LSAMP	GBP1	0.518084891
GBP1	LSAMP	0.518084891
MRAS	SERPINB8	0.518025347
SERPINB8	MRAS	0.518025347
SLC1A2	SYNM	0.517136847
SYNM	SLC1A2	0.517136847
PDXP	ACSS3	0.516292167
ACSS3	PDXP	0.516292167
GNAQ	LRP1B	0.516203517
LRP1B	GNAQ	0.516203517
GBP1	TTC39C	0.515950758
TTC39C	GBP1	0.515950758
PTBP1	HCLS1	0.51276938
HCLS1	PTBP1	0.51276938
NFASC	FCGR1A	0.51197314
FCGR1A	NFASC	0.51197314
VIM	SYN3	0.511926846
SYN3	VIM	0.511926846
IGSF8	ACSS3	0.511154742
ACSS3	IGSF8	0.511154742
VIM	ITGAV	0.511124798
ITGAV	VIM	0.511124798
FCER1G	ACSS3	0.511034764
ACSS3	FCER1G	0.511034764
ITGA3	SYN3	0.509998349
SYN3	ITGA3	0.509998349
DNM3	TAP1	0.508842017
TAP1	DNM3	0.508842017
ATP6V1G2	PSMB10	0.508066785
PSMB10	ATP6V1G2	0.508066785
MAPK1	FCER1G	0.508064969
FCER1G	MAPK1	0.508064969
SYNJ1	GBP2	0.507972927
GBP2	SYNJ1	0.507972927
PHYHIP	PSMB10	0.507885634
PSMB10	PHYHIP	0.507885634
CNTNAP1	VIM	0.507813052
VIM	CNTNAP1	0.507813052
GNAO1	PTPRC	0.506497156
PTPRC	GNAO1	0.506497156
MVP	POLD1	0.506284082
POLD1	MVP	0.506284082
HLA-DRA	ACSS3	0.505836206
ACSS3	HLA-DRA	0.505836206
GNB1	NME5	0.505466194
NME5	GNB1	0.505466194
ATP1A1	PTPRC	0.505231296
PTPRC	ATP1A1	0.505231296
CNTNAP1	C4B	0.504812959
C4B	CNTNAP1	0.504812959
PHYHIP	C4B	0.504234019
C4B	PHYHIP	0.504234019
GNAO1	ZNF579	0.503860333
ZNF579	GNAO1	0.503860333
GNAQ	VIM	0.503737358
VIM	GNAQ	0.503737358
APBB1IP	TTC39C	0.503008582
TTC39C	APBB1IP	0.503008582
ITGB2	PDXP	0.502704861
PDXP	ITGB2	0.502704861
LSAMP	FCER1G	0.502458661
FCER1G	LSAMP	0.502458661
TMOD2	HCLS1	0.501701283
HCLS1	TMOD2	0.501701283
TPPP	GBP1	0.501047522
GBP1	TPPP	0.501047522
NFASC	LRP1	0.500893098
LRP1	NFASC	0.500893098
SERPINB8	TTC39C	0.500355599
TTC39C	SERPINB8	0.500355599
PLCB1	LRP1	0.499970625
LRP1	PLCB1	0.499970625
DPYSL2	FCER1G	0.499790576
FCER1G	DPYSL2	0.499790576
NFASC	HLA-DRA	0.499156348
HLA-DRA	NFASC	0.499156348
DNM3	EHD4	0.498631811
EHD4	DNM3	0.498631811
RAP2A	NME5	0.497149709
NME5	RAP2A	0.497149709
MAPK1	EHD4	0.496468813
EHD4	MAPK1	0.496468813
APBB1IP	PDXP	0.496096917
PDXP	APBB1IP	0.496096917
ATP1A1	SQOR	0.494815084
SQOR	ATP1A1	0.494815084
CNP	HCLS1	0.494503978
HCLS1	CNP	0.494503978
PLCB1	FCER1G	0.493671568
FCER1G	PLCB1	0.493671568
CAMK2G	SQOR	0.493314765
SQOR	CAMK2G	0.493314765
DPP6	C4B	0.493094601
C4B	DPP6	0.493094601
MRAS	PTPRC	0.491968654
PTPRC	MRAS	0.491968654
ATP1A1	NME5	0.491761946
NME5	ATP1A1	0.491761946
PYCARD	SYN3	0.490588437
SYN3	PYCARD	0.490588437
MAP1A	EIF2D	0.490342507
EIF2D	MAP1A	0.490342507
FCER1G	PDXP	0.49002729
PDXP	FCER1G	0.49002729
EPB41L1	CYBB	0.489988805
CYBB	EPB41L1	0.489988805
MRAS	PSMB10	0.489817945
PSMB10	MRAS	0.489817945
ATP6V1G2	C4B	0.488226703
C4B	ATP6V1G2	0.488226703
TPPP	HCLS1	0.487639931
HCLS1	TPPP	0.487639931
RAP2A	C4B	0.485827986
C4B	RAP2A	0.485827986
SERPINB8	ACSS3	0.485082241
ACSS3	SERPINB8	0.485082241
CD74	TTC39C	0.48497352
TTC39C	CD74	0.48497352
PYCARD	NME5	0.483739856
NME5	PYCARD	0.483739856
IGSF8	CA3	0.483705758
CA3	IGSF8	0.483705758
PTBP1	NME5	0.483568675
NME5	PTBP1	0.483568675
PTPRC	SYN3	0.483119161
SYN3	PTPRC	0.483119161
DNM3	APOL2	0.482500426
APOL2	DNM3	0.482500426
ATP1A1	ITGA3	0.481896889
ITGA3	ATP1A1	0.481896889
GPM6B	APOL2	0.481499351
APOL2	GPM6B	0.481499351
EPB41L1	FCER1G	0.481358473
FCER1G	EPB41L1	0.481358473
SERPINB8	NME5	0.48002559
NME5	SERPINB8	0.48002559
PHYHIP	HLA-DRA	0.479578966
HLA-DRA	PHYHIP	0.479578966
DPP6	CA3	0.478601947
CA3	DPP6	0.478601947
SLC1A2	CYBB	0.477142493
CYBB	SLC1A2	0.477142493
DPP6	GBP2	0.476414277
GBP2	DPP6	0.476414277
SLC1A2	LRP1	0.476272026
LRP1	SLC1A2	0.476272026
SERPINB8	C4B	0.475561883
C4B	SERPINB8	0.475561883
PTBP1	CYBB	0.474341211
CYBB	PTBP1	0.474341211
RAP2A	HCLS1	0.474100065
HCLS1	RAP2A	0.474100065
SIRPA	GBP2	0.473912207
GBP2	SIRPA	0.473912207
FCGR1A	NME5	0.47388292
NME5	FCGR1A	0.47388292
TPPP	ITGB2	0.473850169
ITGB2	TPPP	0.473850169
GPM6B	ITGB2	0.473555301
ITGB2	GPM6B	0.473555301
EPB41L1	POLD1	0.473273579
POLD1	EPB41L1	0.473273579
NFASC	PSMB10	0.471931637
PSMB10	NFASC	0.471931637
SIRT2	HLA-DRA	0.471410118
HLA-DRA	SIRT2	0.471410118
FCGR1A	TAPT1	0.470442055
TAPT1	FCGR1A	0.470442055
TPPP	KIF13B	0.470052206
KIF13B	TPPP	0.470052206
CNTNAP1	PSMB10	0.469545439
PSMB10	CNTNAP1	0.469545439
GNB1	C4B	0.468957627
C4B	GNB1	0.468957627
MAPK1	PDXP	0.468654725
PDXP	MAPK1	0.468654725
RAP2A	PYGL	0.468318903
PYGL	RAP2A	0.468318903
PHYHIP	VIM	0.466262885
VIM	PHYHIP	0.466262885
GNB1	CD74	0.465490723
CD74	GNB1	0.465490723
ANK2	POLD1	0.46465187
POLD1	ANK2	0.46465187
IGSF8	PHLDB1	0.461733619
PHLDB1	IGSF8	0.461733619
ATP1A1	PYCARD	0.461110272
PYCARD	ATP1A1	0.461110272
EPB41L1	TAPT1	0.460341793
TAPT1	EPB41L1	0.460341793
GNAQ	KIF13B	0.460201838
KIF13B	GNAQ	0.460201838
PHYHIP	SERPINB8	0.459685455
SERPINB8	PHYHIP	0.459685455
DPP6	APBB1IP	0.459640283
APBB1IP	DPP6	0.459640283
CNP	FCER1G	0.459384424
FCER1G	CNP	0.459384424
RAP2A	BMP2K	0.458901088
BMP2K	RAP2A	0.458901088
EPB41L1	EHD4	0.458558413
EHD4	EPB41L1	0.458558413
SIRPA	TAPT1	0.458146515
TAPT1	SIRPA	0.458146515
MAPK1	NME5	0.45787946
NME5	MAPK1	0.45787946
MRAS	VIM	0.457417643
VIM	MRAS	0.457417643
LSAMP	SQOR	0.457390264
SQOR	LSAMP	0.457390264
IGSF8	HLA-DRA	0.457186032
HLA-DRA	IGSF8	0.457186032
DPYSL2	EHD4	0.455307269
EHD4	DPYSL2	0.455307269
MVP	LRP1B	0.455165338
LRP1B	MVP	0.455165338
PYGL	BMP2K	0.455095677
BMP2K	PYGL	0.455095677
EPB41L1	HCLS1	0.454525643
HCLS1	EPB41L1	0.454525643
PHYHIP	CA3	0.45438665
CA3	PHYHIP	0.45438665
DNM3	PTPRC	0.454331747
PTPRC	DNM3	0.454331747
GBP2	BMP2K	0.454165153
BMP2K	GBP2	0.454165153
GNB1	SERPINB8	0.452670689
SERPINB8	GNB1	0.452670689
CNP	SQOR	0.452661486
SQOR	CNP	0.452661486
CAMK2G	PHLDB1	0.452272026
PHLDB1	CAMK2G	0.452272026
SIRPA	POLD1	0.4514386
POLD1	SIRPA	0.4514386
ATP1A1	APBB1IP	0.450412756
APBB1IP	ATP1A1	0.450412756
LSAMP	ITGA3	0.449234894
ITGA3	LSAMP	0.449234894
IGSF8	TTC39C	0.447953023
TTC39C	IGSF8	0.447953023
SLC1A2	FCER1G	0.447892527
FCER1G	SLC1A2	0.447892527
C4B	POLD1	0.445905792
POLD1	C4B	0.445905792
SYNJ1	PYGL	0.445559975
PYGL	SYNJ1	0.445559975
GNAO1	HLA-DRA	0.445513748
HLA-DRA	GNAO1	0.445513748
CNP	SAMHD1	0.445207548
SAMHD1	CNP	0.445207548
MRAS	MVP	0.445005607
MVP	MRAS	0.445005607
CNTNAP1	HLA-DRA	0.444734537
HLA-DRA	CNTNAP1	0.444734537
CNP	MVP	0.444604773
MVP	CNP	0.444604773
SIRPA	HCLS1	0.444271089
HCLS1	SIRPA	0.444271089
PHYHIP	EIF2D	0.444091033
EIF2D	PHYHIP	0.444091033
GBP1	C4B	0.44393951
C4B	GBP1	0.44393951
PHYHIP	PTPRC	0.443781537
PTPRC	PHYHIP	0.443781537
DPP6	VIM	0.44203472
VIM	DPP6	0.44203472
EPB41L1	SQOR	0.441922951
SQOR	EPB41L1	0.441922951
CAMK2G	HCLS1	0.440207798
HCLS1	CAMK2G	0.440207798
GNAO1	ITGB2	0.440124353
ITGB2	GNAO1	0.440124353
